gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Male,52,40878,High School,579,14,390726,0
Male,56,61706,Bachelor,451,19,133379,0
Male,39,39318,High School,836,20,468673,1
Female,58,81757,High School,529,25,253241,0
Female,22,43777,High School,587,22,182185,0
Male,59,59652,Bachelor,694,24,46522,1
Female,40,52484,High School,752,3,332287,0
Male,34,89079,Bachelor,332,9,299903,1
Female,29,53448,Bachelor,662,21,289809,0
Male,40,42274,Bachelor,410,2,357622,0
Female,33,59592,Bachelor,420,18,207857,0
Female,20,59258,PhD,315,30,464545,0
Male,47,47637,High School,822,8,32679,1
Female,39,33578,High School,397,28,58883,0
Male,26,42080,Master,415,36,346673,1
Male,46,63222,High School,770,6,497506,1
Male,64,23788,Master,738,37,358213,1
Male,54,46279,High School,580,23,74131,1
Female,40,64922,Bachelor,648,7,53295,0
Female,30,48597,High School,531,33,448222,0
Female,49,82605,Master,410,25,183253,0
Male,63,23830,Bachelor,651,27,186793,1
Female,69,35579,High School,311,27,269400,0
Male,64,15280,High School,787,6,279245,1
Female,65,79905,High School,832,2,444706,0
Female,40,35825,Bachelor,584,21,58255,0
Female,62,20196,High School,844,37,99944,0
Male,34,40821,High School,691,17,494698,1
Female,57,29107,Bachelor,469,11,375862,0
Female,38,40928,Bachelor,376,30,173016,0
Male,19,50618,High School,596,38,78497,1
Female,54,62073,High School,629,4,282560,0
Male,23,47379,Bachelor,362,28,436238,0
Female,61,50379,PhD,569,35,13429,0
Male,35,41276,High School,515,13,149855,1
Male,47,27324,Bachelor,489,17,65632,1
Female,39,22301,High School,374,6,291434,0
Male,50,44532,High School,809,22,460705,1
Male,47,51269,Bachelor,392,32,394306,0
Male,34,43420,High School,352,15,322297,0
Male,60,22860,Bachelor,795,36,378365,1
Male,49,53021,Master,393,24,301644,0
Male,59,74439,Master,528,8,49021,1
Female,68,48280,High School,549,27,104118,0
Male,31,41307,High School,690,8,361965,0
Male,27,49092,PhD,481,11,110339,1
Female,64,33434,High School,566,17,464938,0
Female,68,32466,Bachelor,580,26,61733,0
Female,53,56771,High School,382,25,482361,0
Female,51,64854,High School,485,25,145248,0
Female,26,47793,High School,830,9,95909,0
Female,59,20393,Master,647,16,102491,1
Female,45,55300,Master,722,31,419773,0
Male,28,81010,High School,753,23,361418,1
Male,31,46341,Master,566,7,226727,1
Female,56,47332,High School,806,29,453250,1
Male,64,36910,High School,441,25,87439,0
Male,36,57220,Bachelor,615,23,277882,1
Male,32,39935,Bachelor,531,26,10041,1
Female,45,65322,High School,596,14,55606,0
Female,41,40136,High School,321,27,487006,0
Male,25,55126,PhD,683,10,192437,1
Female,60,49304,Master,425,38,307671,0
Male,26,73326,Master,402,1,276394,0
Male,64,56142,High School,409,8,359492,0
Male,50,70805,Bachelor,771,22,161760,1
Male,50,51629,High School,364,32,155862,0
Female,36,47438,PhD,771,18,268090,0
Female,20,49427,High School,375,12,303942,0
Female,27,38428,High School,318,13,341007,0
Male,57,57975,Bachelor,683,31,130473,1
Female,64,39644,Master,489,21,251552,0
Male,59,51686,Bachelor,659,19,137208,1
Female,18,62828,High School,751,32,167987,1
Male,46,73753,Bachelor,378,4,227546,0
Male,67,52442,Master,471,19,333234,0
Male,51,62918,High School,511,13,421637,1
Female,68,61128,Master,744,26,476985,0
Female,30,44264,Master,448,25,458132,0
Female,18,81617,High School,309,31,35893,0
Female,51,41356,High School,841,29,69124,1
Male,46,51364,High School,354,26,41171,0
Female,65,71811,High School,479,25,154710,1
Female,64,71441,Bachelor,680,17,383198,0
Male,30,50214,Bachelor,721,22,202556,1
Male,65,64856,Bachelor,750,23,234310,1
Male,66,46640,High School,392,3,439279,1
Female,46,42669,Bachelor,819,2,29193,0
Male,56,31808,Bachelor,712,29,339887,1
Male,41,60858,Master,693,15,276382,1
Male,43,62438,High School,630,6,405635,1
Female,34,41481,Bachelor,732,38,25410,0
Male,24,54021,Master,462,21,142028,1
Female,30,89764,Bachelor,339,30,347305,0
Female,22,67200,High School,384,12,28753,0
Male,43,36477,High School,390,28,77858,0
Male,66,65023,Master,783,27,335294,1
Female,20,36547,High School,684,18,245899,0
Male,24,15000,Master,492,22,423755,1
Male,66,49693,Master,552,7,204879,1
Female,56,73448,High School,543,24,14029,0
Female,18,70961,Bachelor,569,37,61536,1
Male,66,55658,High School,318,37,392482,1
Female,34,41874,High School,339,34,338358,0
Male,60,57296,Bachelor,815,25,251641,1
Male,42,45962,Bachelor,332,2,483324,0
Male,20,42295,High School,749,1,315133,1
Female,32,65930,Master,838,4,361775,1
Male,46,42109,High School,618,19,86107,1
Male,60,66908,Bachelor,423,11,179234,1
Male,49,41117,Bachelor,671,37,155790,1
Female,43,80877,High School,650,15,348546,1
Female,33,25390,PhD,622,36,400414,0
Female,42,35648,Bachelor,787,37,276551,0
Female,45,47669,Bachelor,750,35,210680,0
Female,26,20239,Bachelor,652,28,218746,0
Male,18,15000,High School,415,34,141289,1
Female,46,20368,High School,312,36,495012,0
Female,39,45618,Bachelor,619,20,374340,0
Female,33,45999,Master,464,20,80947,0
Male,58,54994,Master,384,27,300282,1
Female,68,47044,High School,547,5,39500,0
Female,61,54492,Bachelor,731,19,10259,1
Male,68,43246,High School,778,35,493336,1
Female,58,60722,High School,667,12,84652,1
Male,24,58914,Bachelor,656,39,54953,1
Male,31,45099,Bachelor,707,10,27783,1
Male,46,57995,High School,644,23,46949,1
Male,36,47140,Bachelor,478,18,419371,1
Male,36,27165,Bachelor,724,22,37389,0
Female,19,63567,High School,840,30,192231,1
Male,58,36397,Bachelor,742,36,431399,1
Male,62,63407,High School,605,36,298192,1
Female,32,54860,Bachelor,666,2,430337,0
Male,20,48732,Master,335,33,294685,0
Female,28,21845,Bachelor,762,28,41105,0
Female,63,73096,Master,445,2,131492,0
Female,47,44553,High School,445,14,419858,0
Male,57,59518,Bachelor,679,6,111331,1
Male,35,48290,Bachelor,467,2,436041,0
Male,68,45928,Bachelor,574,15,372415,1
Female,65,52892,Master,386,33,235996,0
Male,19,50398,Bachelor,453,19,457095,0
Male,49,45995,Bachelor,796,38,427136,1
Male,25,49170,High School,614,32,191206,1
Female,39,56405,High School,573,13,176833,0
Female,23,57467,Bachelor,561,34,56944,0
Male,29,50650,Bachelor,786,10,36027,1
Male,64,59314,PhD,753,19,128452,1
Male,57,43638,High School,742,29,494232,1
Male,53,83373,High School,561,27,208994,1
Female,32,72283,Bachelor,842,14,370341,1
Female,45,61436,Master,404,37,157552,0
Female,69,20876,Master,649,12,173696,0
Female,66,59090,High School,737,34,74191,1
Male,62,44950,High School,468,23,357548,0
Male,35,35319,Bachelor,642,0,54028,0
Male,19,44568,High School,529,23,494881,0
Female,30,36982,PhD,322,26,58445,0
Male,62,57602,Bachelor,580,17,86999,1
Female,32,74239,High School,818,25,493832,0
Female,37,62390,High School,552,28,312336,0
Male,46,91437,High School,703,7,336988,1
Male,59,26695,Master,432,25,154318,0
Male,46,42409,High School,573,4,431602,1
Female,20,35854,High School,531,32,55111,0
Male,36,68440,PhD,844,39,213078,1
Female,20,46691,High School,378,4,123423,0
Male,31,52842,Bachelor,334,35,446476,1
Female,57,59505,High School,794,12,176954,0
Female,21,28178,Bachelor,409,16,64557,0
Male,69,40679,High School,620,12,459134,1
Female,28,64958,High School,627,24,148260,0
Female,48,41778,Bachelor,683,1,277813,0
Male,60,24295,High School,663,23,409659,0
Female,49,36466,Bachelor,531,35,121856,0
Male,44,45705,High School,713,24,286773,1
Female,47,52501,Bachelor,593,33,425170,0
Male,60,48937,Master,846,11,274379,1
Male,19,40786,High School,473,18,80450,0
Female,66,64089,High School,691,29,186385,0
Female,26,48064,Master,401,36,47849,0
Female,45,53141,Bachelor,592,0,318336,0
Female,48,41585,High School,384,2,230155,0
Female,51,72634,Bachelor,500,25,381115,0
Male,32,44125,High School,840,14,16593,1
Female,65,51120,High School,596,27,45928,0
Male,42,65524,Master,355,3,32885,0
Male,53,54200,Bachelor,771,18,59801,1
Female,25,53826,Bachelor,315,23,407507,0
Male,26,20395,High School,365,39,181050,0
Male,54,60209,High School,771,5,192542,1
Male,65,50833,Master,322,15,462323,0
Male,62,58123,High School,785,31,391712,1
Female,56,52748,High School,714,29,389315,1
Male,49,41612,High School,604,34,74668,1
Female,69,63414,Bachelor,476,7,233291,0
Female,34,52971,High School,494,4,136916,0
Male,52,30659,High School,312,36,59929,0
Female,54,69627,Master,465,11,299013,0
Female,36,28542,Bachelor,449,24,233124,0
Female,61,63513,High School,640,32,301555,0
Male,46,72303,Bachelor,473,38,326821,1
Female,24,33405,High School,466,23,170103,0
Female,45,48158,Bachelor,396,10,302846,0
Female,26,46760,Bachelor,703,34,393709,1
Male,45,47435,High School,376,39,27523,0
Female,23,77453,High School,536,0,372622,0
Male,46,33579,Bachelor,590,7,496735,0
Male,34,45401,Master,435,22,9776,1
Male,33,72549,Bachelor,666,19,328145,1
Male,40,45155,High School,847,31,416940,1
Male,48,35963,High School,547,10,192930,1
Male,20,53945,High School,513,6,150172,1
Female,38,62084,High School,369,29,47467,0
Male,43,44107,Bachelor,628,38,449458,1
Female,53,58315,Bachelor,315,12,327866,0
Female,59,29350,High School,786,2,104420,0
Male,54,30184,High School,473,6,379028,0
Female,39,43398,Bachelor,573,12,84468,0
Female,59,58850,High School,823,36,157790,0
Female,29,61422,PhD,518,24,182086,0
Female,59,32269,Bachelor,812,22,383993,0
Male,30,60866,Master,698,32,155712,1
Female,28,52497,Master,410,4,327456,0
Male,33,36811,Master,763,31,112644,1
Female,25,29987,High School,392,29,24560,0
Female,57,53447,Master,750,30,404596,1
Male,57,69343,High School,695,12,52756,1
Female,62,50532,High School,778,4,264876,0
Female,19,35976,Bachelor,615,22,361509,0
Female,47,21979,High School,652,0,34579,0
Male,47,72942,High School,538,9,100736,1
Female,29,65627,High School,403,26,134984,0
Male,27,54531,High School,328,7,352409,1
Female,61,72169,Bachelor,388,2,164609,0
Male,28,53358,High School,674,18,257756,1
Male,32,42034,Bachelor,696,1,243708,1
Female,33,58326,PhD,663,30,384765,0
Female,34,37554,Bachelor,446,9,94661,0
Male,43,35065,Bachelor,613,15,141727,1
Male,19,61574,PhD,847,36,457667,1
Female,67,62836,High School,751,19,204056,0
Male,29,30893,Bachelor,805,2,346865,1
Female,68,31448,Master,785,34,153283,1
Female,43,43324,Master,400,33,158352,0
Female,40,39330,Bachelor,406,20,38971,0
Female,35,57147,High School,590,35,393327,0
Male,49,50720,Master,648,31,109923,1
Female,66,67473,High School,526,17,11798,0
Male,55,54758,High School,349,33,22228,1
Female,64,40331,High School,457,37,171811,0
Male,20,21633,Bachelor,627,2,235644,0
Female,55,52691,Bachelor,376,2,446936,0
Male,20,24345,Master,753,26,99845,1
Male,47,40145,Bachelor,609,1,206352,0
Female,18,39174,High School,626,2,45503,0
Female,47,42373,Bachelor,807,16,281692,1
Female,62,30259,Bachelor,406,38,113125,0
Female,49,39120,Bachelor,540,37,135942,0
Male,45,67188,Master,734,39,467282,1
Female,38,67147,Master,327,18,173925,0
Male,63,72987,Bachelor,548,18,79531,1
Male,30,50152,High School,663,4,291847,1
Female,44,54068,Bachelor,832,4,423743,0
Male,53,67409,Master,771,13,236640,1
Male,24,27940,High School,838,26,101966,1
Male,39,62084,Master,712,35,70555,1
Male,27,69535,High School,464,39,197054,1
Female,56,36665,Bachelor,347,34,55933,0
Female,32,70739,Bachelor,783,20,459394,0
Female,32,80865,Bachelor,457,4,65475,0
Female,21,61667,Master,450,23,443946,0
Male,49,58917,High School,524,38,28241,1
Male,40,33203,High School,559,23,386666,0
Female,23,66038,Bachelor,686,39,339976,1
Female,41,34616,High School,555,12,217941,0
Female,37,55546,Bachelor,360,37,177588,0
Male,54,57066,High School,695,0,285772,1
Female,37,15000,High School,696,38,286511,0
Female,29,56087,Bachelor,461,9,278899,0
Female,50,89322,Bachelor,679,1,237101,1
Male,45,18622,High School,742,15,451967,1
Male,25,49191,High School,648,36,223358,1
Male,18,20793,High School,330,15,149097,0
Male,54,36587,Bachelor,370,22,140959,0
Male,39,21053,High School,696,25,65675,1
Male,23,52393,Bachelor,737,15,477410,1
Male,38,61904,Bachelor,301,26,54348,0
Male,49,56146,Bachelor,434,29,75762,0
Female,52,36047,High School,445,32,106132,0
Female,32,40859,Bachelor,478,31,378479,0
Male,22,54084,Master,563,8,205596,1
Male,63,36516,High School,610,10,453100,0
Female,67,30068,High School,503,36,419879,0
Male,65,46413,Bachelor,329,5,89389,0
Male,23,35829,High School,358,29,285158,0
Male,42,56173,Bachelor,308,39,19239,0
Female,63,69480,Master,623,14,434262,1
Female,57,88963,Bachelor,466,29,23422,0
Female,46,55071,Bachelor,636,17,420032,1
Female,24,59689,Bachelor,678,11,294199,0
Female,57,41010,High School,541,3,190245,0
Male,30,41939,High School,459,15,273614,0
Female,55,69260,Master,534,22,356141,0
Male,35,45855,Master,752,10,181606,1
Male,19,51094,Bachelor,498,23,468513,1
Female,25,68344,Master,776,21,26603,0
Female,28,45970,High School,332,38,262261,0
Male,50,72506,High School,707,14,458738,1
Male,55,58595,High School,388,14,454369,0
Male,65,56830,High School,520,9,235763,0
Female,44,40277,Master,368,27,251401,0
Female,37,57636,PhD,593,35,380594,1
Female,29,43564,Master,536,16,26996,0
Female,60,57041,Bachelor,459,35,307122,0
Female,48,48472,High School,589,21,103878,0
Male,44,64502,High School,832,22,262096,1
Female,49,49523,High School,634,28,473665,0
Male,27,80567,Bachelor,801,21,440194,1
Male,20,45866,Bachelor,545,10,45564,1
Male,62,41981,Master,622,35,428215,1
Female,44,55191,Master,628,28,36748,0
Female,52,66168,High School,846,31,66402,1
Female,48,66051,High School,638,13,168403,0
Male,32,52501,Bachelor,470,17,396970,0
Male,33,55086,High School,409,37,311524,0
Male,30,55108,Bachelor,309,36,455959,0
Male,66,33831,Bachelor,501,33,189914,0
Male,52,65361,High School,556,22,366904,1
Male,69,31132,Bachelor,561,31,104899,1
Female,28,33860,Bachelor,729,2,462834,1
Female,38,50825,Master,806,21,357372,0
Female,68,45202,High School,365,22,12986,0
Female,28,61942,Master,334,3,390406,0
Male,47,56710,Bachelor,790,12,345826,1
Male,65,52073,Bachelor,553,31,121817,1
Female,52,33116,High School,316,28,309954,0
Male,39,50398,Bachelor,560,39,497351,1
Female,55,49212,Bachelor,555,39,485104,0
Female,48,53332,Bachelor,723,9,196116,0
Female,31,43549,Bachelor,800,12,474725,1
Male,41,57842,Bachelor,585,16,450849,1
Female,67,44801,Master,306,37,285645,0
Female,66,56436,High School,796,1,419082,1
Female,49,61940,Master,498,16,154462,0
Male,53,41981,High School,717,25,245139,1
Male,49,38417,Master,351,37,308400,0
Female,32,57145,Master,542,36,306672,0
Male,60,30183,High School,518,4,243286,1
Male,52,66674,Bachelor,817,24,32712,1
Male,20,50164,Bachelor,408,8,10694,0
Male,33,48278,High School,650,27,134201,1
Male,22,58190,Bachelor,365,21,191286,0
Male,38,57259,High School,309,28,352143,1
Male,27,50097,Master,501,34,419878,0
Male,36,63179,Master,513,19,267154,1
Male,42,39914,Bachelor,367,4,435864,0
Male,21,60685,Bachelor,626,38,120098,1
Female,46,33820,Bachelor,349,31,425731,0
Female,36,57659,High School,316,38,212454,0
Male,60,45081,Bachelor,822,9,445474,1
Female,19,30333,Bachelor,605,39,378965,0
Female,27,53849,Master,691,16,458746,0
Male,60,49483,Bachelor,423,36,164098,1
Male,42,26859,Bachelor,803,14,21982,1
Male,37,18295,Bachelor,524,8,415423,0
Female,65,47716,High School,617,31,455244,1
Female,36,74273,Bachelor,772,22,113893,1
Male,40,54815,Bachelor,840,10,436201,1
Male,41,39975,High School,657,12,306998,1
Male,28,66228,Bachelor,782,17,213914,1
Female,63,63608,Bachelor,728,8,201920,0
Female,51,69073,Bachelor,796,4,77207,1
Female,45,60258,Bachelor,771,21,28084,1
Female,22,63288,Bachelor,599,31,377378,0
Male,22,60966,Bachelor,383,1,302404,0
Male,68,42837,Master,676,20,310049,0
Male,38,25440,High School,612,27,21614,1
Male,29,42182,PhD,619,23,320036,0
Female,67,66574,Bachelor,503,23,409080,0
Female,21,44284,Bachelor,654,13,446330,0
Male,66,47818,Bachelor,593,36,20224,1
Male,59,32513,High School,803,26,52462,1
Female,37,41733,High School,444,23,114950,0
Male,55,49863,Bachelor,838,5,377223,1
Female,42,57388,Bachelor,316,25,5043,0
Male,31,43120,Bachelor,338,14,176372,0
Male,28,42071,Bachelor,429,28,422692,1
Male,49,62632,High School,414,35,32500,0
Male,28,54878,High School,749,9,229877,1
Male,35,56730,Bachelor,344,27,61430,1
Male,44,72924,High School,515,8,130150,1
Male,35,42423,Bachelor,714,20,24841,1
Female,40,49264,High School,564,9,65293,0
Female,28,58267,Bachelor,739,3,305296,0
Female,38,36927,High School,680,3,392342,0
Female,61,53435,High School,600,5,101467,0
Female,22,50332,Bachelor,470,25,403831,0
Male,40,91659,Bachelor,705,39,491713,1
Male,58,51498,High School,654,15,496265,1
Female,42,67354,Master,460,7,354570,0
Male,58,62449,High School,325,27,294014,0
Female,27,32651,Bachelor,382,15,499515,0
Female,39,26767,High School,472,37,451006,0
Male,36,53705,High School,369,0,50876,0
Male,18,68860,Bachelor,305,18,127205,1
Male,24,54318,High School,494,16,248783,0
Female,21,51182,Bachelor,824,27,442543,1
Male,18,45738,High School,362,11,254044,0
Female,32,30140,Bachelor,312,5,310446,0
Female,57,35592,High School,504,6,488498,0
Female,29,25665,High School,339,7,238717,0
Male,39,33454,High School,464,2,428052,0
Male,39,42109,Bachelor,330,20,14831,0
Female,67,61640,Bachelor,828,7,300528,0
Male,64,43323,Master,697,27,365687,1
Male,34,53834,Bachelor,758,29,240428,1
Male,46,52028,Bachelor,522,31,306366,0
Female,63,57485,Bachelor,377,10,264487,0
Female,31,34477,High School,727,19,99605,0
Male,67,65887,High School,724,15,178888,1
Female,37,28892,Bachelor,686,24,46882,0
Male,67,43282,Bachelor,538,8,452255,1
Male,65,49686,High School,389,38,199418,1
Male,50,61402,Bachelor,684,39,56056,1
Male,60,70689,Bachelor,438,39,387997,1
Female,32,61520,Bachelor,823,2,415412,1
Female,29,71238,High School,543,15,9999,0
Female,57,37562,Bachelor,804,11,422242,0
Male,37,67855,High School,721,14,268874,1
Male,47,65279,High School,481,3,63175,1
Male,55,15000,Bachelor,494,22,336104,0
Female,20,46693,High School,352,26,461050,0
Male,45,59030,High School,478,38,305974,0
Female,43,42268,High School,592,36,231324,0
Female,47,33712,Bachelor,674,12,101762,0
Female,30,81712,High School,358,36,203815,1
Female,30,51665,High School,353,39,214639,0
Female,19,52076,Bachelor,544,20,33008,0
Female,54,30365,Bachelor,448,28,231092,0
Male,66,40814,PhD,667,28,379315,1
Male,55,36532,High School,315,10,336048,0
Female,19,66184,High School,475,27,485607,0
Female,53,57569,Bachelor,839,9,72763,0
Male,43,41441,High School,705,4,389471,1
Female,28,58407,Master,766,24,184594,1
Female,25,46197,Bachelor,428,32,201196,0
Male,61,53517,High School,522,16,428538,0
Female,57,53446,Bachelor,543,32,375900,1
Female,60,56304,High School,725,24,411033,1
Female,39,54494,PhD,653,32,444690,0
Male,37,56315,Master,625,8,183202,1
Male,25,68837,Bachelor,302,26,149298,1
Male,46,59608,High School,778,24,115016,1
Female,57,44946,High School,380,3,298301,0
Female,43,48530,High School,343,8,91300,0
Male,47,68452,High School,454,14,481956,1
Female,34,51686,Bachelor,835,15,390672,1
Female,37,44389,Master,398,15,5188,0
Female,69,40532,Bachelor,696,12,494149,1
Female,33,54095,Bachelor,470,13,276558,0
Female,63,37177,Bachelor,447,21,239597,0
Male,60,69271,Master,422,20,243046,1
Female,24,34432,High School,411,8,142818,0
Male,33,72171,Bachelor,429,3,412547,0
Female,62,45721,Bachelor,367,9,343934,0
Male,64,33848,Master,844,34,342897,1
Female,65,52837,Master,585,8,86119,0
Male,44,35704,Bachelor,304,15,173452,0
Female,40,50515,High School,417,17,383720,0
Male,41,41336,Bachelor,529,9,432534,0
Female,26,64176,High School,459,20,20800,0
Male,52,52051,Bachelor,593,14,362892,1
Female,68,32172,Bachelor,485,14,126747,0
Male,37,41044,Bachelor,523,10,380013,0
Male,54,60574,Master,451,39,32492,1
Female,59,69306,Bachelor,439,36,234200,0
Female,34,49320,High School,666,19,272377,1
Male,64,34334,High School,427,33,420235,1
Female,48,65810,Master,650,21,16447,0
Male,25,60508,High School,446,17,215644,0
Male,32,69598,High School,584,15,15998,1
Male,48,54353,High School,768,4,37801,1
Female,47,42191,Bachelor,517,0,423087,0
Male,63,57753,High School,735,18,294220,1
Male,37,54894,Master,444,9,115275,1
Female,56,41376,PhD,576,20,98688,0
Female,29,52979,PhD,359,12,137501,1
Female,66,47074,High School,674,23,256006,0
Female,34,61153,Master,703,22,15381,0
Male,59,57380,PhD,413,22,269131,0
Male,47,34226,Master,794,10,493071,1
Male,46,32713,Bachelor,635,1,93191,0
Male,36,48652,Bachelor,584,5,286410,0
Female,63,50492,High School,428,10,326197,0
Male,28,61414,Master,614,14,114273,1
Male,51,57699,High School,370,8,82425,1
Female,67,71880,High School,644,11,119550,0
Male,24,42992,PhD,397,35,184549,0
Male,61,42135,Bachelor,599,27,268691,1
Male,51,35602,High School,475,22,185686,0
Male,37,61241,PhD,374,26,60859,1
Male,67,50326,PhD,442,23,59457,1
Male,55,22195,High School,322,13,393328,0
Female,41,53032,Master,480,34,497033,0
Female,27,53989,High School,344,26,84086,0
Male,49,47834,High School,768,20,272318,1
Male,69,54449,High School,391,12,237942,0
Female,32,31696,High School,568,7,156259,0
Male,54,74615,High School,333,33,328175,0
Male,37,55703,High School,663,22,8938,1
Male,20,23394,Master,432,8,65833,0
Female,54,49911,Bachelor,681,0,399687,0
Male,57,56100,Master,576,35,62155,0
Female,25,33306,Bachelor,455,15,152793,0
Male,57,58004,High School,686,24,470803,1
Female,61,75213,Master,834,17,462521,1
Female,40,40334,Master,499,33,143516,0
Male,57,56426,High School,574,37,98193,1
Female,28,53128,High School,800,2,499932,0
Male,63,64524,Bachelor,758,19,231407,1
Female,25,48367,Bachelor,349,18,335072,0
Male,46,33999,Master,831,12,20729,1
Male,47,63562,High School,391,16,169816,1
Female,27,34891,High School,755,13,190202,0
Male,56,77132,Bachelor,638,29,375885,1
Male,45,58411,Bachelor,352,21,100245,0
Female,66,41016,High School,795,28,435052,1
Male,53,66629,High School,303,1,342575,1
Male,30,49862,Bachelor,580,7,22255,0
Female,49,46678,Bachelor,589,13,336089,0
Female,53,39786,High School,372,33,253349,0
Male,54,21827,Bachelor,436,12,279888,0
Male,43,59065,Master,692,9,203157,1
Female,39,25578,PhD,507,7,347765,0
Female,21,38100,High School,559,6,442683,0
Male,48,56492,High School,562,12,287989,1
Female,35,42489,Master,804,25,478488,1
Male,55,52357,High School,849,31,433605,1
Male,41,31794,Bachelor,502,18,269673,0
Male,40,44773,Bachelor,646,14,48117,1
Male,39,52450,High School,351,1,323458,0
Male,19,35727,Bachelor,655,36,118045,1
Female,48,75295,Bachelor,818,18,163004,0
Female,28,40438,Bachelor,662,32,406567,0
Female,45,70676,High School,344,38,132819,0
Female,63,47482,PhD,677,32,113598,0
Male,49,26472,Bachelor,711,0,81536,1
Male,22,32946,Bachelor,441,38,179031,1
Male,55,52641,Master,557,27,109703,0
Male,27,65491,Bachelor,336,16,236957,0
Female,57,76546,Bachelor,344,5,421165,0
Male,63,51923,PhD,345,19,425785,0
Male,41,32341,High School,600,12,117230,1
Female,52,54177,Bachelor,587,11,388937,0
Female,61,37621,Master,568,29,454324,0
Female,65,55882,High School,361,20,24318,0
Female,40,35877,High School,541,1,23695,0
Male,34,18656,Master,653,17,85704,1
Male,18,69752,Master,370,27,304240,0
Female,48,46603,PhD,712,3,241199,0
Male,48,50744,High School,360,5,222320,0
Male,59,64950,High School,751,37,385420,1
Male,59,78182,High School,692,8,221108,1
Female,51,60801,Bachelor,828,19,386485,0
Male,26,51545,Bachelor,604,29,270891,1
Female,39,56943,High School,490,36,331544,0
Male,30,45578,High School,377,37,93744,0
Male,42,50541,Bachelor,824,3,260901,1
Male,65,52172,Bachelor,600,37,366907,0
Female,35,38200,High School,316,12,9430,0
Male,68,50317,Master,733,34,89371,1
Female,29,55506,High School,342,29,110635,0
Female,57,57755,Bachelor,367,3,33927,0
Female,34,56559,Master,679,24,133065,1
Male,32,29914,Bachelor,511,30,327555,0
Male,59,68438,High School,502,11,123778,0
Male,32,67194,High School,408,14,145035,1
Male,32,48557,Master,583,25,223033,1
Female,56,56832,High School,524,9,350175,0
Female,30,46751,Bachelor,417,11,442487,0
Female,34,61279,PhD,639,21,345278,1
Male,49,37785,PhD,580,39,408002,1
Female,26,70136,Bachelor,790,20,212529,1
Male,57,60533,Master,318,34,47241,1
Female,37,60881,PhD,474,6,231861,0
Male,43,48424,High School,768,17,221577,1
Male,44,28810,High School,441,26,225593,0
Female,38,63259,High School,762,34,445448,0
Female,35,29306,High School,597,1,16020,0
Female,30,63439,Master,769,31,433357,1
Female,33,38418,Bachelor,672,14,165533,0
Male,26,26194,Master,767,23,412568,1
Female,29,50014,Bachelor,737,19,323138,1
Female,61,67742,Bachelor,742,9,413560,1
Female,55,35515,Bachelor,755,23,111837,1
Male,36,73985,High School,547,23,452466,1
Male,24,59851,Master,441,23,83661,0
Female,52,52351,Bachelor,701,39,370171,1
Male,65,43465,Bachelor,521,33,155274,0
Female,35,44511,High School,483,39,47232,0
Male,33,56452,Master,663,10,464461,1
Male,56,62690,Master,487,25,405208,1
Male,21,41097,Bachelor,412,0,366186,0
Male,42,37902,Bachelor,480,29,31354,0
Female,49,46792,Bachelor,498,17,345913,0
Female,57,70904,High School,369,25,140662,0
Female,30,31746,High School,784,8,230314,0
Male,62,67137,Bachelor,698,8,149790,1
Female,34,50634,High School,309,0,486223,0
Female,66,25208,Bachelor,302,6,238094,0
Female,54,43075,Bachelor,777,15,149177,1
Male,23,59145,High School,366,37,141153,1
Male,36,77027,High School,396,10,250430,1
Male,30,30089,High School,830,24,244305,1
Female,43,15000,High School,617,28,122266,1
Female,31,30356,Bachelor,397,18,383390,0
Female,48,66956,Bachelor,356,17,359398,0
Male,21,23093,PhD,406,28,196039,0
Male,56,72458,High School,387,15,418600,0
Female,25,68222,Master,670,39,75081,1
Male,42,52865,High School,674,7,10339,1
Male,30,40604,Bachelor,351,33,413569,0
Male,49,50828,Bachelor,340,5,326631,0
Male,55,59166,Bachelor,390,29,424592,0
Female,55,56877,Bachelor,338,33,229636,0
Male,45,76094,High School,312,20,89636,1
Male,47,46098,High School,403,11,9302,0
Male,20,30487,Master,342,5,400025,0
Male,45,27840,High School,508,38,263897,0
Female,20,24840,High School,775,5,99453,0
Female,62,52944,High School,408,3,404046,0
Male,51,46484,High School,513,8,154453,1
Male,33,50489,Bachelor,708,4,250532,1
Male,39,41944,Bachelor,376,9,136057,0
Male,49,33347,High School,394,7,315781,0
Male,55,59215,High School,568,22,253691,1
Male,25,15000,Bachelor,660,3,465882,0
Female,25,37976,Bachelor,829,36,402628,1
Male,23,61797,PhD,461,6,81420,0
Female,31,36487,Master,764,5,327664,0
Female,49,55875,Master,847,14,191737,1
Male,52,37996,Bachelor,486,34,237172,0
Female,27,43162,Bachelor,351,31,94668,0
Female,20,58623,High School,787,13,51775,0
Female,29,30832,Bachelor,830,34,183805,0
Female,66,61179,High School,695,10,420923,0
Female,48,50688,Master,391,9,428694,0
Female,46,68846,Bachelor,656,16,273889,1
Male,22,53122,Bachelor,443,12,174042,0
Female,69,33957,High School,498,33,104859,0
Female,42,75919,Bachelor,622,4,147954,0
Female,58,35210,High School,631,9,132816,0
Male,48,46592,High School,563,31,82300,0
Female,38,64361,High School,516,11,226173,0
Male,37,21801,High School,733,12,74979,1
Female,56,71595,Bachelor,759,20,280727,1
Male,39,32736,Bachelor,802,32,177362,1
