gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Male,27,67099,Bachelor,564,19,285386,1
Male,63,37246,High School,548,17,499051,1
Female,55,32567,Master,527,31,242599,0
Male,54,34400,Bachelor,405,8,303804,0
Male,27,24575,Bachelor,325,6,366590,0
Male,61,67148,Bachelor,603,25,46028,1
Male,42,53832,High School,545,2,362936,1
Female,39,56911,High School,770,3,309586,0
Male,49,51056,Bachelor,493,6,103484,0
Female,34,42470,High School,828,17,194924,1
Female,43,42776,High School,619,22,488496,1
Male,33,41413,Bachelor,781,12,401409,1
Male,27,42604,Bachelor,789,17,418029,1
Female,34,50294,High School,441,12,45689,0
Male,19,54949,High School,572,36,142942,1
Female,19,45103,Bachelor,381,29,109978,0
Male,46,35148,Bachelor,603,30,144216,1
Male,63,32393,Master,652,6,451289,1
Female,21,48167,Master,764,30,263106,1
Male,47,67123,Bachelor,543,23,64128,1
Female,29,59103,Bachelor,413,10,359385,0
Female,51,38003,Bachelor,442,17,408246,0
Male,31,43348,Bachelor,377,20,174186,0
Female,41,73948,High School,633,35,102852,1
Male,41,15000,Bachelor,768,28,54397,1
Male,35,34629,Bachelor,844,0,58623,1
Male,42,49380,Bachelor,660,36,358874,1
Female,42,44051,High School,573,11,126373,0
Male,58,15000,Bachelor,841,3,200738,1
Male,42,39777,High School,710,24,208427,0
Female,45,43508,Bachelor,319,28,198688,0
Female,47,15000,High School,710,13,18011,0
Female,42,67563,High School,583,5,220092,0
Female,41,31974,Bachelor,535,18,76523,0
Male,57,58948,Bachelor,542,33,441985,1
Male,56,45898,Bachelor,529,32,91240,1
Male,30,40393,Bachelor,483,37,402702,1
Male,19,63970,High School,309,23,447656,0
Female,51,57531,Bachelor,795,14,299830,0
Female,33,61658,Bachelor,593,18,262992,0
Male,65,67507,High School,687,35,40531,1
Female,41,53393,Bachelor,595,30,382566,1
Female,67,25372,High School,803,29,201369,0
Female,19,52726,Master,325,22,367894,0
Female,46,18088,Bachelor,368,13,105065,0
Female,56,61739,Master,697,7,202885,0
Male,56,43826,Bachelor,770,17,380007,1
Male,34,47749,High School,434,36,437002,0
Female,40,33711,Bachelor,512,37,392374,1
Female,29,50040,High School,424,18,135358,0
Male,30,44972,High School,386,26,179125,0
Male,22,38133,Bachelor,399,27,347026,1
Female,32,49497,High School,561,31,417955,0
Female,19,52645,High School,719,9,320766,0
Female,23,35831,Bachelor,382,21,389219,0
Male,53,49184,Master,767,18,22408,1
Female,40,46290,Bachelor,424,36,174113,0
Female,30,54062,High School,598,11,43448,0
Female,19,51011,High School,767,2,81584,0
Female,22,66601,Master,661,14,285857,0
Female,57,64187,High School,751,27,281980,0
Female,33,71173,Master,623,17,476189,0
Female,56,53065,Bachelor,531,19,177292,0
Female,52,58240,Master,413,39,53967,0
Male,58,37095,Bachelor,719,29,483896,1
Male,62,41117,Bachelor,831,3,389156,1
Male,51,36150,High School,621,39,114611,1
Female,36,34635,Bachelor,679,27,436046,0
Male,60,57769,Bachelor,405,16,136267,1
Male,43,54372,Bachelor,358,28,37638,0
Male,59,69386,PhD,413,19,340542,0
Male,60,48840,High School,458,16,403299,0
Male,34,39078,PhD,356,34,22478,0
Female,66,46081,Bachelor,678,27,133543,1
Male,52,46552,Bachelor,386,21,283130,0
Female,29,59281,Bachelor,714,8,302899,0
Female,52,29857,Bachelor,774,11,445043,0
Male,54,73004,Bachelor,741,12,242810,1
Female,23,37766,Bachelor,326,22,462878,0
Male,69,48879,High School,554,36,329432,1
Female,27,71435,High School,387,37,459178,0
Female,60,37329,Bachelor,446,9,166689,0
Male,40,22178,Bachelor,367,38,468503,0
Female,36,37951,Bachelor,491,10,439315,0
Female,69,36821,High School,673,22,484132,0
Female,60,57898,Master,507,37,426483,0
Female,25,43010,Bachelor,673,20,183265,1
Female,26,73016,Bachelor,366,21,308108,0
Female,20,60533,High School,341,19,244092,0
Female,50,35190,High School,414,33,41541,0
Female,19,67041,Master,348,28,118470,0
Male,51,30314,Master,418,37,44230,0
Female,52,54374,High School,322,26,89260,0
Male,35,44749,High School,695,15,451001,1
Male,44,36047,Bachelor,427,22,19683,0
Female,66,27891,High School,584,11,310794,0
Female,61,33930,Master,756,32,28012,0
Male,44,16319,Bachelor,769,3,6429,1
Male,55,70897,Master,560,11,420075,1
Male,56,49936,Bachelor,474,25,199751,1
Female,34,27374,High School,831,32,231996,1
Female,26,15000,High School,753,33,326213,0
Female,49,67878,Bachelor,699,17,357223,0
Male,40,44367,Bachelor,757,13,60879,1
Female,61,60210,Master,488,22,67742,0
Female,31,77124,Bachelor,821,14,52249,1
Female,28,64792,Bachelor,647,34,265261,0
Female,21,65646,Bachelor,402,20,79070,0
Male,68,51488,High School,335,14,48840,0
Female,55,50793,Master,523,21,450069,0
Female,68,38454,High School,732,25,292493,0
Male,65,53521,High School,780,14,307033,1
Female,33,48666,Bachelor,845,0,208968,1
Male,53,38517,High School,817,33,278824,1
Male,42,33026,Bachelor,494,33,95954,0
Female,22,46577,Bachelor,587,0,370862,0
Male,27,50652,PhD,740,19,439423,1
Female,22,62643,High School,586,26,398614,0
Male,58,69912,High School,559,25,274614,1
Male,35,40476,High School,599,29,480089,1
Female,40,50826,High School,782,15,262759,1
Male,55,36452,Master,552,11,142271,0
Female,31,64399,Bachelor,766,25,246622,1
Female,69,31604,Bachelor,849,4,182722,1
Female,40,27058,High School,651,9,215957,0
Female,65,21149,Bachelor,674,27,425628,0
Male,52,53087,High School,384,19,13822,0
Female,50,28935,High School,848,23,170867,1
Male,55,59237,High School,505,19,288197,0
Female,18,34881,Bachelor,685,35,351422,1
Male,23,17219,Bachelor,526,25,457152,0
Male,38,57999,High School,706,11,251644,0
Male,44,37958,Master,809,2,205488,1
Male,22,36947,Master,724,29,465707,1
Female,44,57895,Bachelor,446,39,133218,0
Female,61,59990,High School,767,30,395916,1
Male,23,48484,High School,691,37,17704,1
Male,57,57333,High School,379,12,323844,1
Female,42,36113,High School,397,30,157950,0
Male,68,44760,Bachelor,485,29,388252,1
Male,22,30071,Bachelor,761,0,132479,1
Female,32,53563,Master,470,2,419977,0
Male,63,57501,Bachelor,402,18,453273,0
Male,65,48958,High School,332,19,57698,0
Female,55,63079,Bachelor,694,18,254903,0
Male,34,45730,High School,703,30,373083,1
Female,34,43307,High School,636,26,62500,0
Female,65,37591,Master,745,10,476262,0
Female,50,26176,High School,652,3,33738,0
Female,35,39817,Master,730,22,443204,0
Male,53,54314,High School,362,22,401998,0
Female,20,27209,Bachelor,303,28,382870,1
Female,42,34331,High School,406,6,28741,0
Male,52,38150,High School,493,22,106418,1
Female,62,74819,Bachelor,454,6,457909,0
Male,37,46129,Bachelor,594,31,449122,1
Female,53,63925,Bachelor,638,15,54846,1
Female,60,51284,Bachelor,617,31,130961,0
Female,48,39868,Bachelor,782,20,407920,0
Female,38,56660,Bachelor,468,3,33671,0
Male,54,61576,Bachelor,500,22,287247,1
Male,51,38208,Bachelor,844,31,448366,1
Male,55,29469,Master,735,17,103111,1
Female,54,44272,Bachelor,702,9,356020,0
Female,18,46922,Bachelor,397,35,326451,0
Female,48,57527,High School,774,34,404732,1
Male,40,53296,Bachelor,765,34,196822,1
Female,60,78605,Bachelor,675,0,345605,1
Male,55,72571,Bachelor,689,4,227062,1
Male,66,88220,Master,847,20,450787,1
Male,28,65123,Bachelor,740,0,127760,1
Female,56,32559,High School,522,26,283528,0
Female,65,46153,Bachelor,497,7,464434,0
Female,37,97047,High School,792,38,345264,0
Female,54,62824,Master,583,8,297253,0
Male,24,40527,High School,683,34,191167,1
Male,52,69587,High School,728,32,135099,1
Female,19,17789,High School,608,8,189185,0
Female,50,49108,Master,497,10,14762,0
Female,57,61557,Bachelor,786,30,194465,0
Male,41,50231,High School,740,22,210482,1
Female,56,45425,High School,795,2,194779,1
Male,27,52284,Master,706,27,197198,1
Male,63,58785,Bachelor,738,12,334805,1
Male,26,63967,Bachelor,696,4,50708,1
Male,60,64363,Bachelor,593,27,329363,1
Male,50,48405,Master,532,2,426920,0
Male,68,76330,Bachelor,597,15,41803,1
Male,38,65446,Master,582,21,184514,1
Female,31,43140,Bachelor,594,34,296195,1
Female,67,56521,Bachelor,414,10,297273,0
Female,40,38192,Bachelor,516,26,370976,0
Male,29,56176,Master,443,5,66926,0
Male,39,81683,Bachelor,497,19,51245,0
Female,45,42175,Bachelor,806,12,299780,1
Male,44,17001,High School,321,37,160604,0
Male,27,67799,Bachelor,558,29,472950,1
Male,35,61958,Bachelor,339,8,469439,0
Male,41,47696,High School,652,19,434256,1
Male,20,39994,Master,548,12,464667,0
Male,21,55481,Master,398,8,386070,0
Male,47,36802,Master,671,32,499567,1
Male,38,62438,PhD,337,17,327333,0
Male,39,66249,PhD,808,33,398718,1
Male,45,48024,Master,635,7,451041,1
Male,26,37496,Bachelor,581,26,328139,1
Male,61,81729,Bachelor,639,26,223850,1
Female,58,38624,High School,633,28,151781,0
Male,58,43704,High School,799,36,110278,1
Male,33,72915,High School,732,24,349578,1
Female,54,66384,Master,393,4,355214,0
Female,22,46185,High School,489,36,210199,0
Female,31,51720,PhD,790,8,291309,1
Male,69,47504,Bachelor,459,7,337303,0
Male,31,71344,Bachelor,742,28,140693,1
Female,64,49942,High School,375,38,275784,0
Female,33,41187,Bachelor,744,14,419805,1
Female,56,55420,High School,369,28,199912,0
Male,60,38035,Master,769,0,444098,0
Male,21,72147,PhD,735,38,365933,1
Female,54,48068,High School,647,20,219759,1
Male,31,48955,Bachelor,451,31,98174,1
Male,58,56720,Master,634,0,367716,1
Female,40,66627,Bachelor,698,13,98242,1
Female,26,51256,Master,790,10,168794,1
Female,41,64950,High School,747,4,322264,0
Male,28,83760,Bachelor,659,28,171818,1
Male,45,64687,High School,720,8,114724,1
Male,36,60425,High School,589,2,78965,1
Male,36,46682,High School,549,17,39903,0
Male,29,70383,Bachelor,446,30,20637,1
Female,64,32683,Bachelor,609,28,305713,1
Male,51,45870,High School,520,15,198626,0
Male,29,40903,PhD,428,8,204931,0
Female,20,60270,High School,320,19,170531,0
Female,47,39805,PhD,614,2,364729,0
Female,64,17193,Bachelor,699,17,75523,0
Female,63,59660,High School,522,4,319907,0
Male,68,39915,Bachelor,596,37,44411,0
Male,52,41146,High School,696,22,398901,1
Female,32,41305,High School,556,16,377871,0
Male,60,88902,High School,831,11,30534,1
Female,39,45675,Master,411,2,344532,0
Male,26,27472,Master,763,26,115845,1
Male,45,83368,High School,664,12,433471,1
Male,46,71633,High School,701,0,159059,1
Female,56,46344,PhD,668,37,132610,0
Female,56,42259,Bachelor,591,13,124140,0
Male,56,29429,Bachelor,628,6,88698,1
Male,34,46105,High School,517,5,253137,1
Female,21,43177,Master,635,7,97104,0
Female,21,37732,Master,602,12,466086,0
Male,24,39939,Master,677,22,147467,1
Male,19,43616,Master,614,8,150885,0
Female,54,54809,High School,558,28,222868,1
Male,27,54268,High School,662,28,497412,1
Female,35,73612,High School,578,32,221868,1
Female,45,57980,Bachelor,380,31,301521,0
Male,63,30452,Master,536,33,232547,1
Male,52,62487,High School,470,10,157895,0
Male,52,47352,Master,574,20,463063,0
Female,68,61124,Master,681,29,122431,1
Female,47,60155,Master,618,34,80262,1
Female,38,41797,High School,414,28,63427,0
Male,42,17196,High School,366,24,286101,0
Male,30,55751,High School,659,12,142763,1
Female,24,55538,Bachelor,710,24,387889,0
Female,23,52763,Master,306,19,158774,0
Male,37,15000,Bachelor,434,19,367575,0
Female,62,78516,High School,333,13,302383,0
Male,22,84408,Bachelor,513,19,25031,1
Male,55,68467,PhD,670,31,352030,1
Female,61,65607,High School,719,17,200181,1
Female,57,67999,Master,468,17,27811,0
Female,42,44364,High School,523,20,295059,0
Female,35,47126,High School,679,30,219020,1
Female,41,69484,High School,351,38,84347,0
Male,32,36507,High School,375,17,135621,0
Female,25,58206,High School,371,28,301428,0
Male,30,73739,Bachelor,308,12,396662,0
Female,56,43004,High School,828,34,406395,0
Female,65,37515,High School,520,11,205990,0
Female,69,29622,High School,760,31,96041,1
Female,42,56048,Bachelor,470,16,499276,0
Female,40,41929,High School,773,13,46430,0
Female,22,51637,Bachelor,337,38,476464,0
Male,69,33906,High School,650,3,35465,1
Female,39,26198,High School,368,2,419360,0
Female,64,35668,PhD,726,32,157176,1
Female,39,42638,Bachelor,659,36,21687,1
Female,42,55310,Master,493,16,433206,0
Male,64,38850,PhD,651,3,33103,1
Male,18,34827,High School,337,6,444436,0
Male,21,50549,High School,643,6,84839,0
Male,69,26257,Bachelor,336,9,499639,0
Male,49,68413,Master,619,17,48546,1
Male,43,57569,Master,416,26,353108,0
Female,53,44641,Master,416,9,448009,0
Female,32,77936,Bachelor,739,1,54036,1
Male,52,72091,High School,334,14,450314,0
Female,55,45772,Bachelor,511,5,304286,0
Female,44,52537,PhD,753,15,152105,0
Female,31,25634,Master,758,25,374138,1
Female,51,50830,High School,410,11,48451,0
Female,42,39421,High School,475,35,159777,0
Male,44,33696,High School,584,34,225935,1
Male,38,40149,Bachelor,390,21,203836,1
Male,65,47402,High School,386,31,175637,1
Male,52,58373,Master,312,3,183597,0
Male,69,65125,Bachelor,669,33,456228,0
Male,23,48577,High School,373,27,377440,0
Female,52,59777,High School,473,12,367544,0
Male,43,64807,Bachelor,504,31,37493,1
Female,32,54997,Bachelor,692,29,191789,0
Female,22,42866,Master,422,8,207803,0
Male,43,41277,Bachelor,324,3,383267,0
Male,50,34090,High School,839,1,410961,1
Male,42,32505,Bachelor,743,28,213919,1
Female,34,46092,PhD,504,29,286325,1
Male,69,43315,Bachelor,578,23,354188,1
Male,61,35677,High School,788,15,115872,1
Male,37,43295,Master,379,18,491781,0
Female,59,54944,Bachelor,798,0,97031,0
Male,19,45378,Bachelor,699,29,385369,1
Male,25,21581,Bachelor,615,35,395004,1
Female,36,54765,Bachelor,547,38,239593,1
Female,46,53107,Bachelor,674,23,58260,1
Female,65,45945,Master,385,11,54972,0
Male,36,59024,Bachelor,843,18,334708,1
Male,26,33856,Bachelor,642,30,442431,1
Female,25,41052,Bachelor,703,17,226958,1
Male,66,20766,Bachelor,384,28,489714,1
Female,32,38331,High School,593,20,145461,0
Female,51,65257,PhD,535,9,248434,0
Female,21,40680,Master,700,30,489500,1
Female,44,52059,Master,466,18,149094,0
Female,55,26857,Bachelor,558,39,154018,0
Male,64,28475,High School,767,10,302643,0
Male,30,18442,Bachelor,349,33,424100,0
Male,49,51432,Master,684,5,52282,1
Male,52,48750,Bachelor,674,13,346058,0
Female,69,36844,High School,458,35,276558,0
Male,65,47378,Bachelor,808,38,167027,1
Female,63,42036,High School,793,5,387532,1
Female,53,26046,High School,400,31,112172,0
Male,27,37684,Bachelor,418,1,188491,0
Male,40,22308,High School,663,5,386255,1
Female,40,50352,Bachelor,468,22,470590,0
Male,21,39501,High School,615,17,169621,0
Male,61,29843,Bachelor,347,39,354502,0
Male,22,49742,Master,684,36,212324,1
Male,21,86269,High School,613,32,98626,1
Female,47,53213,Bachelor,801,10,267713,1
Female,58,58637,High School,346,20,431258,0
Male,69,27358,High School,335,33,386000,0
Female,50,32252,High School,486,34,73871,0
Female,65,47233,High School,335,28,328800,0
Male,57,37472,Bachelor,568,32,355307,1
Male,30,49062,Bachelor,646,0,239249,1
Female,35,60762,PhD,777,31,73472,1
Female,49,48024,High School,483,26,252855,0
Female,50,77852,Bachelor,551,38,155292,0
Male,24,29158,Bachelor,757,30,102579,1
Female,31,47002,High School,786,33,264097,0
Female,57,45998,Bachelor,574,9,252007,0
Male,65,52902,Bachelor,448,28,172176,0
Female,31,51542,Bachelor,569,4,108593,0
Male,27,34304,Bachelor,506,14,469571,0
Male,58,30444,High School,713,29,144098,1
Female,69,36875,Bachelor,479,34,5857,1
Male,56,33716,Bachelor,748,34,389740,1
Male,54,57378,Bachelor,544,39,102270,0
Female,63,46856,Bachelor,771,1,249131,0
Male,35,40519,Master,493,15,462450,1
Female,36,78617,Master,323,12,238963,0
Male,57,44698,High School,493,24,393764,0
Male,59,30770,Bachelor,318,26,298729,0
Female,60,73718,Bachelor,346,10,194227,0
Female,54,35893,High School,823,36,266233,0
Female,64,75384,Bachelor,742,29,381393,1
Male,20,32450,Bachelor,563,11,376604,0
Female,24,48130,Master,815,36,226990,1
Male,24,48492,Bachelor,547,26,220825,1
Female,69,35945,Bachelor,563,29,105029,1
Male,55,56355,High School,627,14,97462,0
Female,23,61759,Bachelor,338,12,23004,0
Male,27,42293,High School,459,29,358959,0
Female,69,62861,Bachelor,468,34,5624,0
Male,61,38883,High School,693,37,15621,1
Male,53,70406,High School,414,4,163175,0
Male,54,28233,PhD,492,9,235752,0
Male,65,26135,High School,468,34,63229,1
Female,44,50354,High School,414,14,37105,0
Male,62,43813,Bachelor,651,2,107040,1
Female,18,32817,Bachelor,603,6,131985,0
Male,18,34284,High School,568,14,292180,1
Female,65,37666,Bachelor,343,35,435735,0
Male,38,48223,Master,311,21,454815,0
Male,54,41788,High School,554,13,428452,0
Female,45,48116,Bachelor,452,6,449983,0
Female,66,36855,Master,485,26,106985,1
Male,56,55314,Master,733,23,104987,0
Female,53,55992,Bachelor,635,26,224664,0
Female,19,51132,Bachelor,804,12,198715,0
Female,19,33325,High School,303,7,337912,0
Male,21,58289,Bachelor,620,8,423010,1
Female,19,43084,Bachelor,368,17,254312,0
Male,18,48581,High School,792,36,59624,1
Female,66,46937,High School,481,9,498039,0
Female,57,74495,High School,798,3,233531,1
Male,35,33421,Bachelor,763,30,260976,1
Female,58,46653,Bachelor,788,15,85173,0
Female,51,49632,Bachelor,303,24,46395,0
Female,44,57183,Bachelor,655,15,288798,0
Female,53,59868,Master,338,3,353036,0
Female,56,15000,High School,776,20,277649,1
Female,43,57253,Master,661,36,156497,1
Female,28,72223,High School,414,27,282823,0
Male,57,34452,Bachelor,798,20,392518,1
Male,20,39557,Bachelor,376,14,73591,1
Male,66,51494,High School,448,6,302836,0
Male,45,25721,High School,407,10,105039,0
Male,53,37300,High School,534,16,244697,1
Female,33,55242,High School,577,5,487699,1
Male,52,46717,Bachelor,378,16,384287,0
Male,69,87332,PhD,535,15,107390,0
Female,39,24858,Bachelor,849,25,473971,1
Male,33,40049,Bachelor,489,1,211829,0
Female,50,72973,High School,711,3,258983,0
Female,30,66967,Bachelor,648,36,85830,1
Male,66,54425,High School,579,24,242884,1
Male,45,15536,Master,476,18,138567,0
Female,61,61630,High School,447,11,256380,0
Female,33,85557,Bachelor,350,20,97245,0
Male,19,69666,Bachelor,598,7,448263,1
Female,43,46291,High School,385,37,91344,1
Male,59,58349,High School,609,2,122744,0
Male,45,37091,Bachelor,402,14,153075,1
Male,20,55732,Bachelor,314,5,357797,0
Male,61,57552,PhD,343,15,425923,0
Female,38,32515,Bachelor,695,27,497692,0
Female,49,64399,PhD,423,34,88941,0
Male,23,53868,Master,778,32,73897,1
Male,22,39121,Bachelor,470,13,308461,0
Female,41,27468,Bachelor,808,25,259376,0
Female,18,49465,High School,359,38,16060,0
Female,40,40026,Bachelor,558,13,461045,0
Female,33,34990,Bachelor,362,21,322932,0
Female,25,61295,Master,370,0,221912,0
Male,62,56593,Master,402,7,22104,0
Male,42,77128,Bachelor,689,23,359663,1
Male,63,50502,Master,547,35,327178,1
Male,28,41493,Bachelor,483,8,56781,0
Female,29,27823,High School,590,11,292200,0
Female,62,52473,Master,516,33,152540,1
Male,25,73791,High School,558,36,98904,1
Male,27,73481,High School,404,33,70510,0
Female,52,37913,High School,539,5,284533,0
Male,55,71181,Bachelor,418,30,112948,1
Male,38,56944,High School,409,2,236452,0
Female,68,39798,Bachelor,687,34,466390,0
Female,35,70703,Master,825,36,192819,1
Female,35,53651,Bachelor,538,18,309421,0
Male,43,50253,Bachelor,692,5,193300,1
Female,37,52226,Master,592,21,339442,0
Female,42,46371,Bachelor,724,19,462646,1
Male,48,41227,Bachelor,559,34,374021,1
Female,35,50731,Bachelor,379,14,446951,0
Male,33,53636,High School,792,38,370136,1
Male,62,46804,PhD,330,11,209484,0
Male,60,47875,PhD,550,9,352261,0
Male,35,76734,Bachelor,690,6,304535,1
Female,65,68216,Bachelor,519,31,148898,0
Male,31,67565,Bachelor,438,15,208002,1
Female,24,46592,Bachelor,736,5,325523,1
Female,55,61758,Bachelor,606,0,419087,1
Female,66,67194,High School,612,16,486135,1
Female,46,47543,Bachelor,450,13,448236,0
Female,40,63687,Bachelor,419,22,6996,0
Male,64,69204,Bachelor,426,30,324900,0
Female,59,57002,High School,571,19,10855,0
Male,66,48130,High School,341,0,108862,0
Male,51,49677,Master,382,0,35155,0
Male,34,66825,Master,700,3,61311,1
Female,62,70001,High School,683,6,9175,1
Female,35,80482,Master,645,0,257951,0
Female,36,34860,Master,449,39,91305,1
Female,19,48826,High School,365,11,110948,0
Male,46,41034,High School,553,37,404429,1
Female,19,57015,Bachelor,774,1,360449,1
Female,35,39205,Master,349,1,158571,0
Male,56,52857,High School,752,15,74034,1
Male,59,24486,Master,317,1,293578,0
Male,53,32784,Master,561,11,204652,1
Male,53,43202,Bachelor,820,36,78920,1
Male,38,47656,Master,336,15,310961,1
Male,50,59460,Bachelor,466,7,323545,0
Male,19,53589,High School,830,6,100813,1
Female,27,42343,Bachelor,765,20,416997,1
Female,32,46026,High School,762,2,276190,0
Male,29,25939,High School,794,23,373852,1
Male,20,68815,Bachelor,816,7,495936,1
Female,21,74211,PhD,443,2,220587,0
Male,26,52281,Bachelor,470,2,399857,0
Male,63,62662,High School,665,28,364079,1
Male,59,38262,Master,598,31,487076,1
Male,27,38075,Bachelor,312,17,335467,0
Male,48,25656,Master,377,14,276034,0
Female,54,36962,Bachelor,634,10,334882,0
Male,28,38521,Master,845,25,147132,1
Male,44,45606,Bachelor,617,5,298381,1
Male,63,63023,Bachelor,714,16,76932,0
Female,23,41156,PhD,685,20,58401,0
Female,60,43143,High School,336,11,172258,0
Male,47,40313,High School,756,6,237302,1
Male,60,59743,High School,518,12,313603,1
Male,52,43618,Bachelor,493,35,100049,1
Male,62,78313,High School,724,1,350433,1
Female,35,61838,High School,327,5,467814,0
Female,67,45514,High School,450,33,150437,0
Male,23,60657,Bachelor,313,21,6039,0
Male,30,63465,High School,500,17,38435,1
Female,55,48936,High School,799,5,257449,0
Female,29,41026,Bachelor,602,6,455111,0
Male,24,56953,Bachelor,396,19,357975,0
Male,31,54426,High School,453,31,473423,0
Male,26,49069,Bachelor,497,5,110962,0
Female,52,44412,High School,566,34,417059,1
Female,64,32822,High School,639,2,237720,0
Female,24,81927,High School,615,15,205012,1
Female,56,43763,High School,327,33,395314,0
Male,38,83927,Bachelor,595,5,323113,1
Female,36,65271,Master,446,3,412810,0
Female,44,31076,High School,455,8,481063,0
Female,19,44254,Bachelor,495,14,290495,0
Male,69,35745,High School,354,25,148729,0
Female,31,30484,High School,495,17,346896,0
Female,54,53267,High School,782,18,256902,1
Female,50,68541,Bachelor,529,24,126189,0
Male,61,69003,Bachelor,388,31,21869,0
Female,29,53783,Bachelor,691,23,301061,0
Male,68,69172,High School,359,14,27653,0
Male,38,38628,High School,828,34,99930,1
Female,47,56764,Master,623,8,169807,0
Male,39,36922,High School,334,18,160373,0
Female,19,56263,High School,550,16,432948,0
Male,46,72494,Bachelor,457,36,238216,1
Male,41,42366,High School,306,33,218271,0
Female,49,42756,High School,812,10,399015,1
Female,62,42437,High School,466,30,186297,0
Male,29,30429,High School,652,33,401859,1
Male,24,62895,Master,587,20,137376,0
Male,19,24500,Bachelor,595,3,434182,1
Male,57,41599,Bachelor,667,17,267749,1
Female,36,23444,High School,814,12,376588,0
Male,68,37500,Master,763,30,72411,1
Male,35,48262,Bachelor,508,31,112798,1
Female,51,60757,High School,580,17,466909,0
Male,19,48697,Bachelor,333,2,77961,0
Female,62,59442,Bachelor,572,12,465612,1
Female,55,40757,High School,666,25,318636,0
Female,57,22378,Master,749,14,71270,1
Male,36,61566,Bachelor,667,24,339419,1
Female,23,35682,Bachelor,813,21,95161,1
Female,68,62400,High School,719,8,316730,0
Female,58,50119,High School,351,33,275681,0
Male,64,63471,Master,507,39,251400,1
Male,34,55421,Master,740,25,113156,1
Male,40,41281,Master,767,37,356804,1
Male,57,53956,High School,591,11,91637,0
Female,26,39308,High School,504,19,258867,0
Female,54,72738,High School,441,3,299920,0
Female,55,45993,Bachelor,672,28,72683,1
Male,38,40014,High School,562,14,347525,1
Female,38,63323,Bachelor,736,2,367936,0
Male,44,45250,High School,329,5,431044,0
Male,28,30856,Bachelor,738,37,349758,1
Male,56,56013,Bachelor,452,8,57891,0
Female,47,49129,Bachelor,308,24,386380,0
Female,45,40167,Bachelor,303,7,28542,0
Male,37,73821,Master,567,11,196427,1
Female,64,56173,High School,565,36,10255,1
Male,62,43709,High School,682,9,303450,0
Female,64,54332,Master,406,35,440206,0
Male,63,44597,High School,487,22,266088,0
Male,55,56232,Bachelor,500,12,424415,1
Male,21,41672,Bachelor,553,29,389196,0
Female,35,50372,PhD,421,29,122977,0
Female,67,53492,Bachelor,786,4,494627,0
Female,46,38506,High School,531,34,36534,0
Female,53,47567,High School,664,14,281820,0
Female,44,84713,Bachelor,441,34,478631,0
Male,18,71546,Bachelor,728,31,450084,1
Female,52,59975,Master,655,5,70225,0
Male,22,64232,Bachelor,687,15,272445,1
Female,69,64005,Master,362,23,440264,0
Female,23,62617,High School,821,14,222902,0
Female,53,35776,Master,595,11,405691,0
Male,22,47283,Bachelor,704,39,401060,1
Female,61,74193,Bachelor,792,18,90290,1
Male,49,45636,Master,454,25,186845,1
Female,56,49535,High School,515,21,439865,1
Male,62,51807,Bachelor,419,23,48252,0
Male,48,65390,Bachelor,557,23,144950,1
Male,57,72189,High School,627,38,140743,1
Male,62,52984,High School,537,10,52558,0
Female,61,15000,High School,419,28,110689,0
Female,59,58871,High School,740,37,311073,0
Male,27,50413,Master,582,6,105174,1
Female,48,48850,Bachelor,553,8,244122,0
Male,25,60189,High School,735,5,487401,1
Female,44,48696,High School,331,38,461770,0
Female,46,63064,Bachelor,628,18,216890,0
Female,31,69947,High School,541,13,341908,0
Male,40,74368,Master,433,29,404928,1
Female,21,47499,Bachelor,643,38,27405,0
Male,69,55889,High School,836,25,187145,1
Female,51,66080,High School,776,25,86619,1
Male,58,59168,High School,749,8,195517,0
Female,55,44960,High School,802,5,117659,0
Male,44,43618,Master,659,20,233579,1
Male,36,36373,Bachelor,531,25,284057,0
Male,48,23583,Bachelor,427,34,369413,0
Female,20,51672,Master,456,4,47969,0
Male,46,34451,Bachelor,430,25,255702,0
Female,30,34376,Bachelor,652,10,146065,0
Male,44,81284,Bachelor,340,26,471641,0
Male,60,59948,High School,550,17,163738,0
Male,49,37616,High School,441,17,113882,0
Female,63,55655,Master,557,24,235203,0
Female,66,36337,Bachelor,325,3,299799,0
Female,67,50316,High School,844,4,263219,0
Female,54,58492,High School,621,25,65187,0
Female,20,51819,Master,445,1,373326,0
Female,56,37880,Master,611,30,344056,0
Female,23,49395,Bachelor,738,39,417672,1
Male,20,51582,High School,579,36,6522,1
Male,69,35557,Bachelor,445,31,324872,0
Female,30,44873,High School,461,2,268008,0
Female,28,41949,High School,381,31,490611,0
Female,44,48931,High School,516,23,207072,0
Female,19,49543,Master,668,22,111554,0
Female,57,34590,Bachelor,841,31,50682,1
Male,61,41794,Bachelor,495,26,220033,1
Female,29,33366,Bachelor,565,27,218135,0
Female,64,62522,PhD,569,5,492575,1
Female,57,49081,High School,377,15,85524,0
Male,29,20447,PhD,455,7,230131,0
Male,40,58843,Bachelor,479,13,101131,0
Male,48,53576,High School,607,14,479593,1
Male,27,66660,Bachelor,711,1,37326,1
Female,52,54539,High School,345,7,355042,0
Male,23,39123,Master,557,26,114925,0
Male,42,54156,Bachelor,538,8,74456,0
Male,48,41802,Bachelor,623,35,412131,0
Male,47,50328,Bachelor,526,35,290152,1
